epsilon,simulation,time_step,clustering,path_length,omega,s1,s2,<s>,<s>_std,n_s,N
0.1,1,67000,0.1231122148790528,1.892263099219621,1.023128403249697,54,46,33.333333333333336,11.055415967851332,9,300
0.1,1,68000,0.1240467829614285,1.8920847268673355,1.029885659793769,52,51,37.5,11.05667219374799,8,300
0.1,1,69000,0.1244368744659438,1.8920178372352283,1.0267138961276916,58,38,37.5,8.470537173048708,8,300
0.1,1,70000,0.1229963134363082,1.8914604236343369,1.0327615615901795,60,49,37.5,13.209844813622906,8,300
0.1,1,71000,0.1239182015649855,1.890702341137124,1.0145081721524694,57,54,37.5,15.3785564992297,8,300
0.1,1,72000,0.1241637202731315,1.890479375696767,1.0498770345281945,63,45,33.333333333333336,14.298407059684813,9,300
0.1,1,73000,0.1252400839750278,1.8901895206243036,1.028889126284194,58,48,37.5,11.640446726822816,8,300
0.1,1,74000,0.1247467497257204,1.8916833890746931,1.0278050113159083,65,44,33.333333333333336,14.321700705960556,9,300
0.1,1,75000,0.1243344254924947,1.8911259754738012,1.038448241333118,54,40,30.0,10.207840124139876,10,300
0.1,1,76000,0.1236567309154514,1.8909253065774805,1.0232723077942,45,45,33.333333333333336,9.140872800534726,9,300
0.1,1,77000,0.1231791114572639,1.890546265328874,1.0228817416398204,60,53,42.85714285714285,10.894671979964354,7,300
0.1,1,78000,0.1227215008433362,1.8910590858416945,1.0354445601134092,56,52,37.5,12.971121771072848,8,300
0.1,1,79000,0.1237256329748789,1.8920401337792645,1.011176252011022,52,49,33.333333333333336,11.962905629950908,9,300
0.1,1,80000,0.1251388597088804,1.8921516164994423,1.0225499205777102,54,48,37.5,10.307764064044152,8,300
0.1,1,81000,0.1227911243751439,1.891170568561873,1.0168852307021796,44,42,37.5,6.708203932499369,8,300
0.1,1,82000,0.1242890998847988,1.890947603121516,1.014979027107562,52,40,30.0,12.16552506059644,10,300
0.1,1,83000,0.1242092088955935,1.8902341137123744,1.0211251536553774,47,47,33.333333333333336,13.482498944104456,9,300
0.1,1,84000,0.1232481622453126,1.889944258639911,1.0188734605376997,50,49,37.5,9.82344135219425,8,300
0.1,1,85000,0.1205224973141876,1.8905685618729096,0.9908922631020116,47,44,33.333333333333336,10.883218478209672,9,300
0.1,1,86000,0.1215134505274437,1.8913935340022296,1.010837783970821,68,58,50.0,11.090536506409418,6,300
0.1,1,87000,0.1210510729557881,1.89123745819398,1.0095746760816713,48,46,33.333333333333336,11.234866364235144,9,300
0.1,1,88000,0.1204937491722074,1.891215161649944,0.9854121942095516,60,57,37.5,13.901438774457844,8,300
0.1,1,89000,0.1219512328835126,1.8910590858416945,1.003808594496555,63,53,37.5,13.946325680981351,8,300
0.1,1,90000,0.1213033644556978,1.891527313266444,0.992852369905728,42,41,33.333333333333336,8.717797887081348,9,300
0.1,1,91000,0.1226593959767339,1.8910813823857304,1.0035265077760973,58,54,33.333333333333336,17.993826101687706,9,300
0.1,1,92000,0.1216152019230747,1.8916610925306576,1.0148007321129375,51,48,37.5,8.396427811873332,8,300
0.1,1,93000,0.1219538691510931,1.8912820512820512,1.0105908057381827,46,42,33.333333333333336,7.3484692283495345,9,300
0.1,1,94000,0.1205109783384162,1.8910144927536232,0.9959906810613012,53,53,37.5,11.07925990308017,8,300
0.1,1,95000,0.1226297362982149,1.890434782608696,1.003418243532154,58,57,42.85714285714285,13.663596801392393,7,300
0.1,1,96000,0.1238265717822901,1.8914604236343369,1.0242805556842216,55,47,37.5,12.874393189583731,8,300
0.1,1,97000,0.1217740699029518,1.8905685618729096,1.0220194769977615,58,56,37.5,13.257073583562851,8,300
0.1,1,98000,0.1227324951854507,1.889855072463768,1.0148938866916697,50,50,37.5,10.74709263010234,8,300
0.1,1,99000,0.1214676190640563,1.889453734671126,1.0022035919306385,58,49,37.5,10.583005244258365,8,300
0.1,1,100000,0.1218117140876883,1.8902118171683389,0.9933986044013088,62,44,33.333333333333336,12.858201014657274,9,300
0.1,1,101000,0.123970393235907,1.890122630992196,1.011275821903932,53,42,37.5,7.33143914930759,8,300
0.1,1,102000,0.1231710692668063,1.8901895206243036,1.027186869262777,43,38,33.333333333333336,7.512951779723097,9,300
0.1,1,103000,0.1230603418938182,1.890144927536232,1.010089359743296,44,41,30.0,7.668115805072325,10,300
0.1,1,104000,0.1236503425950096,1.8897658862876252,1.0199295048048933,42,40,33.333333333333336,8.981462390204987,9,300
0.1,1,105000,0.1239612623664187,1.8895429208472687,1.0446456869062548,54,44,37.5,9.797958971132712,8,300
0.1,1,106000,0.1232776563985292,1.8910144927536232,1.0180388603734332,56,45,37.5,10.14889156509222,8,300
0.1,1,107000,0.1215647888284959,1.8899219620958752,1.0168298943503349,53,52,42.85714285714285,11.243138497114858,7,300
0.1,1,108000,0.1208350535134259,1.890323299888517,1.032263313395224,57,48,42.85714285714285,10.92086563063794,7,300
0.1,1,109000,0.1231846584778139,1.8907246376811595,1.0094792749458366,45,43,33.333333333333336,8.472176684759223,9,300
0.1,1,110000,0.1233038312272209,1.890969899665552,1.0040957922027285,49,47,37.5,13.2664991614216,8,300
0.1,1,111000,0.1225357887457815,1.891259754738016,1.00508122867001,47,42,33.333333333333336,9.018499505645789,9,300
0.1,1,112000,0.1219183755908337,1.890969899665552,1.0204758141669417,48,44,33.333333333333336,9.67241208569794,9,300
0.1,1,113000,0.1231625661381218,1.890434782608696,1.0223351727043346,57,54,37.5,14.430869689661812,8,300
0.1,1,114000,0.1224519293109456,1.889609810479376,1.0263819595889463,55,50,37.5,10.805091392487157,8,300
0.1,1,115000,0.1218401147678328,1.8885841694537344,1.005515073895658,55,48,37.5,10.897247358851684,8,300
0.1,1,116000,0.1223611770403655,1.8900780379041249,0.9995860881707316,47,47,37.5,9.287087810503357,8,300
0.1,1,117000,0.1228863486882089,1.8909030100334447,1.017188989281579,62,56,50.0,8.850612031567836,6,300
0.1,1,118000,0.1216223440576507,1.891259754738016,1.0049450899570804,60,54,37.5,11.651180197731044,8,300
0.1,1,119000,0.1212014652371232,1.890546265328874,1.0062272943177664,57,53,37.5,12.227019260637483,8,300
0.1,1,120000,0.1215055963404892,1.8906354515050168,0.9981166896916892,51,49,33.333333333333336,12.110601416389969,9,300
0.1,1,121000,0.1229886236392362,1.8907246376811595,1.009801050072472,38,37,30.0,4.358898943540674,10,300
0.1,1,122000,0.1244776227859349,1.8914604236343369,1.02461878824064,51,46,37.5,8.231038816577165,8,300
0.1,1,123000,0.1246071767691206,1.891215161649944,1.016996400032536,73,48,37.5,16.15549442140351,8,300
0.1,1,124000,0.125181765237771,1.89041248606466,1.0279667834320894,52,52,37.5,12.439855304624729,8,300
0.1,1,125000,0.1221891090676542,1.8903010033444816,1.0060048543472069,43,42,33.333333333333336,9.626352718795768,9,300
0.1,1,126000,0.1230150391703474,1.8913489409141584,1.0073282990014845,56,56,42.85714285714285,10.561771651014013,7,300
0.1,1,127000,0.1211193666683751,1.8910590858416945,0.9762021225306564,61,51,42.85714285714285,9.963197585235823,7,300
0.1,1,128000,0.1218267069987421,1.890947603121516,1.0121481436292863,66,58,42.85714285714285,13.505856628341132,7,300
0.1,1,129000,0.1225124535158361,1.8905908584169453,1.0090520646008556,58,51,37.5,12.5,8,300
0.1,1,130000,0.1218239954435868,1.8910590858416945,1.009887265976286,54,42,33.333333333333336,11.333333333333334,9,300
0.1,1,131000,0.1206403897961222,1.8908584169453733,1.0103574559096795,51,50,37.5,8.860022573334675,8,300
0.1,1,132000,0.119899594194894,1.890167224080268,0.9930640270953424,52,45,33.333333333333336,10.64581294844754,9,300
0.1,1,133000,0.1219781760736683,1.889877369007804,1.0038246056642175,57,44,37.5,8.760707733967616,8,300
0.1,1,134000,0.1201689755704337,1.8895652173913045,0.9944847465295064,52,44,33.333333333333336,11.244751862288666,9,300
0.1,1,135000,0.1200616697637185,1.89041248606466,0.9987573037525704,52,50,37.5,11.335784048754634,8,300
0.1,1,136000,0.1222893196628208,1.891571906354515,0.9990178248103548,58,53,37.5,13.536986370680884,8,300
0.1,1,137000,0.1201350473803811,1.8917502787068003,1.007225811608517,58,43,37.5,9.7082439194738,8,300
0.1,1,138000,0.1206261170452476,1.892396878483835,1.0032037343792586,51,48,37.5,10.124228365658292,8,300
0.1,1,139000,0.1207966514404082,1.891036789297659,1.0081123896321558,49,43,33.333333333333336,10.088497300281038,9,300
0.1,1,140000,0.1212703968149264,1.8906354515050168,0.9942036415820956,44,43,30.0,9.879271228182777,10,300
0.1,1,141000,0.1216654703168939,1.8905908584169453,1.0197686338694445,52,47,37.5,8.760707733967616,8,300
0.1,1,142000,0.1231375405128344,1.8905016722408023,1.0253357494167077,49,49,37.5,10.037429949942366,8,300
0.1,1,143000,0.123986190022284,1.89041248606466,1.0216475463980466,49,48,37.5,9.82344135219425,8,300
0.1,1,144000,0.123259446303037,1.8901895206243036,1.0291790245947736,47,44,33.333333333333336,9.775252199076789,9,300
0.1,1,145000,0.123611180980535,1.890122630992196,1.0185703761055278,53,37,33.333333333333336,8.04155872120988,9,300
0.1,1,146000,0.1221898655194047,1.890680044593088,1.0131698875054929,54,36,33.333333333333336,8.48528137423857,9,300
0.1,1,147000,0.1230510098746821,1.891215161649944,1.033423160217292,54,47,33.333333333333336,13.4412301024373,9,300
0.1,1,148000,0.1232667808106823,1.8909253065774805,1.0228569257291658,43,42,33.333333333333336,6.616477747093069,9,300
0.1,1,149000,0.1228161787606412,1.89041248606466,1.019001427551905,46,45,33.333333333333336,10.466878978738388,9,300
0.1,1,150000,0.1219900093157904,1.8895429208472687,1.0265133034153715,52,48,37.5,9.937303457175895,8,300
0.1,1,151000,0.1210426741198538,1.8902787068004456,0.9977749590765138,45,43,33.333333333333336,7.241853660800143,9,300
0.1,1,152000,0.1203579142379717,1.8907915273132665,0.9898526841029012,45,42,33.333333333333336,7.944250191875324,9,300
0.1,1,153000,0.1219403248131419,1.8905908584169453,0.997638266994914,58,47,33.333333333333336,12.840906856172149,9,300
0.1,1,154000,0.1215658104165042,1.8908361204013375,1.0060391955943435,56,50,37.5,11.586630226256467,8,300
0.1,1,155000,0.1227777559264931,1.8915942028985504,1.0031353821552869,51,46,30.0,11.224972160321824,10,300
0.1,1,156000,0.1241470380581045,1.8915942028985504,1.0250398555130305,54,40,33.333333333333336,9.614803401237303,9,300
0.1,1,157000,0.1236314680011258,1.890702341137124,1.0364380467214511,55,54,37.5,15.819292019556377,8,300
0.1,1,158000,0.1242544769700606,1.8911482720178368,1.0419059335285905,54,47,37.5,10.307764064044152,8,300
0.1,1,159000,0.1239715021861676,1.890702341137124,1.0483024298981845,49,48,33.333333333333336,13.2077418374393,9,300
0.1,1,160000,0.1249769695152779,1.8905685618729096,1.0355441977866178,52,51,37.5,11.0,8,300
0.1,1,161000,0.122771753389534,1.8905016722408023,1.0170045819218323,49,44,37.5,8.916277250063503,8,300
0.1,1,162000,0.1231824840557043,1.8904570791527315,1.0147505722844414,51,43,33.333333333333336,9.7182531580755,9,300
0.1,1,163000,0.1224995715169376,1.8913489409141584,1.0038530654288522,42,41,33.333333333333336,7.688375063113864,9,300
0.1,1,164000,0.12176785939466,1.8905016722408023,1.005429782307481,56,41,33.333333333333336,10.593499054713805,9,300
0.1,1,165000,0.121631894251376,1.8914827201783724,1.0108696906967272,54,50,37.5,12.155245781143218,8,300
0.1,1,166000,0.1226641731287348,1.890969899665552,1.0080664137014554,47,47,37.5,8.645808232895291,8,300
0.1,1,167000,0.1217304121878034,1.8907246376811595,1.017797202542449,46,45,33.333333333333336,9.72967967955095,9,300
0.1,1,168000,0.1244876842032681,1.891817168338908,1.0417390538840392,61,45,37.5,11.135528725660045,8,300
0.1,1,169000,0.1245940063658665,1.8921070234113715,1.008329377788563,54,53,42.85714285714285,10.21803128128438,7,300
0.1,1,170000,0.1233376899159741,1.891103678929766,1.0351590911391937,52,45,33.333333333333336,9.944289260117532,9,300
0.1,1,171000,0.1231136565866686,1.8906354515050168,1.0108864821618933,54,48,37.5,10.27131929208707,8,300
0.1,1,172000,0.1223085950131907,1.8902118171683389,1.0132103970362518,45,40,30.0,7.536577472566709,10,300
0.1,1,173000,0.1239871767842726,1.891527313266444,1.0216135453420367,56,41,33.333333333333336,11.125546178852424,9,300
0.1,1,174000,0.1249695729346901,1.891839464882943,1.039237572245585,53,36,33.333333333333336,9.706813185707356,9,300
0.1,1,175000,0.1251630277749602,1.8910813823857304,1.0283815956979296,44,43,33.333333333333336,8.717797887081348,9,300
0.1,1,176000,0.1238584025410691,1.8909921962095877,1.0299434428851468,57,43,33.333333333333336,11.362707032706208,9,300
0.1,1,177000,0.1248013587951597,1.891839464882943,1.0331743410316574,52,50,37.5,9.055385138137416,8,300
0.1,1,178000,0.1258797238657006,1.8914158305462652,1.0325518375314795,50,45,33.333333333333336,9.018499505645789,9,300
0.1,1,179000,0.124232328841051,1.891817168338908,1.0402655708858126,59,57,42.85714285714285,11.33173258002968,7,300
0.1,1,180000,0.1254638665189945,1.8921516164994423,1.0311595828019036,53,51,37.5,10.18577439373168,8,300
0.1,1,181000,0.1240701104432079,1.892196209587514,1.016623441415668,61,55,42.85714285714285,13.788489728015604,7,300
0.1,1,182000,0.1245766962271964,1.8915942028985504,1.0372991229185269,58,45,37.5,11.247221879201993,8,300
0.1,1,183000,0.1242364458963748,1.89190635451505,1.0244384608522066,73,57,37.5,18.090052515125542,8,300
0.1,1,184000,0.1266575653694303,1.892909698996656,1.0508308842936358,54,46,30.0,11.216059914247962,10,300
0.1,1,185000,0.1259492101482036,1.8924191750278707,1.0566726692782862,52,50,37.5,12.062338081814818,8,300
0.1,1,186000,0.1253035303437238,1.8922185061315493,1.0430794100071266,57,49,37.5,10.44030650891055,8,300
0.1,1,187000,0.1247014884616744,1.8921739130434785,1.0400037976380294,58,46,37.5,10.931605554537724,8,300
0.1,1,188000,0.1239585439150059,1.891705685618729,1.017646168429299,51,48,37.5,8.73212459828649,8,300
0.1,1,189000,0.1237058748155078,1.8913489409141584,1.0187863810776003,52,50,33.333333333333336,10.739335795724674,9,300
0.1,1,190000,0.123963910346934,1.8914604236343369,1.0082302958212523,48,42,33.333333333333336,8.0,9,300
0.1,1,191000,0.1245514104569169,1.891839464882943,1.0395996417325883,45,45,37.5,5.431390245600108,8,300
0.1,1,192000,0.1230860289615169,1.8920178372352283,1.0113704110120767,47,41,33.333333333333336,6.912147117775907,9,300
0.1,1,193000,0.1249379505626162,1.8920178372352283,1.035563752988617,49,48,37.5,9.041570660012562,8,300
0.1,1,194000,0.1243214401334466,1.8904570791527315,1.0408831058406416,68,59,42.85714285714285,17.373449130609547,7,300
0.1,1,195000,0.1207852120519507,1.8908584169453733,1.0100166410057108,48,44,33.333333333333336,8.459051693633013,9,300
0.1,1,196000,0.1208900731120078,1.8913266443701229,0.9819058020763356,52,42,33.333333333333336,10.36018017861337,9,300
0.1,1,197000,0.1224619897350341,1.8906354515050168,1.0069468904236945,50,46,33.333333333333336,10.0,9,300
0.1,1,198000,0.1209076409844395,1.8913935340022296,1.01172385471964,47,45,33.333333333333336,8.524474568362947,9,300
0.1,1,199000,0.1227150205969375,1.8917502787068003,1.0124935128537411,42,41,33.333333333333336,8.096638534327413,9,300
0.1,1,200000,0.1231145118919684,1.8921516164994423,1.0168466923520598,46,46,37.5,5.979130371550699,8,300
0.1,1,201000,0.1222749217400686,1.891438127090301,1.0120273888745952,57,54,42.85714285714285,10.548237109699848,7,300
0.1,1,202000,0.1235768049657595,1.8922408026755853,1.025290431630384,51,47,33.333333333333336,12.16552506059644,9,300
0.1,1,203000,0.1231670924722499,1.8915496098104796,1.0308730046640409,45,39,33.333333333333336,7.287737036358482,9,300
0.1,1,204000,0.1237882425109457,1.8916610925306576,1.0208530365687425,56,50,37.5,14.0089257261219,8,300
0.1,1,205000,0.1231690425583355,1.890680044593088,1.0195091946141284,52,48,37.5,10.488088481701515,8,300
0.1,1,206000,0.1240515667102524,1.892307692307692,1.0245104731166472,60,55,42.85714285714285,13.303367687797502,7,300
0.1,1,207000,0.1241967941713283,1.890947603121516,1.0362825591227665,58,47,42.85714285714285,8.13157112614726,7,300
0.1,1,208000,0.1239562434340557,1.8908807134894088,1.0069200286106177,44,44,33.333333333333336,9.683892697555969,9,300
0.1,1,209000,0.123037808146992,1.8906577480490523,1.0313906618471882,60,47,42.85714285714285,8.951114398754596,7,300
0.1,1,210000,0.123321427260785,1.890167224080268,1.0203214496556297,63,55,42.85714285714285,12.777531299998795,7,300
0.1,1,211000,0.1238207878727798,1.8905685618729096,1.0200302107920554,52,43,37.5,7.952986860293433,8,300
0.1,1,212000,0.1233406812410567,1.8900780379041249,1.0298776511165837,54,46,33.333333333333336,11.907047399661169,9,300
0.1,1,213000,0.1246694690826932,1.8905685618729096,1.017108531312542,54,47,33.333333333333336,13.063945294843617,9,300
0.1,1,214000,0.1221773456058784,1.8898327759197324,0.9949279265015616,56,49,42.85714285714285,8.30539534499922,7,300
0.1,1,215000,0.1240156891267266,1.89041248606466,1.0288512569461823,68,57,37.5,16.53027525481654,8,300
0.1,1,216000,0.1266341093267454,1.8910590858416945,1.0536706579747552,56,43,37.5,8.902246907382429,8,300
0.1,1,217000,0.1241306337428718,1.890122630992196,1.019671238200558,56,54,33.333333333333336,16.65332799572906,9,300
0.1,1,218000,0.1238017220627707,1.8909253065774805,1.0247308467036471,51,44,37.5,8.902246907382429,8,300
0.1,1,219000,0.1231394832464201,1.890434782608696,1.0207979893269925,41,41,33.333333333333336,6.782329983125268,9,300
0.1,1,220000,0.122587680424083,1.8901895206243036,1.0246119416486033,48,46,37.5,7.3824115301167,8,300
0.1,1,221000,0.1230639770115463,1.8906354515050168,1.000453706183538,45,43,37.5,5.979130371550699,8,300
0.1,1,222000,0.1220551513773094,1.8909253065774805,0.9960058383022328,44,42,33.333333333333336,8.32666399786453,9,300
0.1,1,223000,0.1236755679309151,1.891259754738016,1.0325193430036104,51,44,37.5,8.32165848854662,8,300
0.1,1,224000,0.1231355133603693,1.8908584169453733,1.0389622294418197,55,46,37.5,11.324751652906125,8,300
0.1,1,225000,0.1234201022989312,1.891036789297659,1.008871319883705,49,41,33.333333333333336,10.923979738782624,9,300
0.1,1,226000,0.1235514362582763,1.8910590858416945,1.0162509734154117,72,54,37.5,15.890248582070704,8,300
0.1,1,227000,0.123756078544517,1.8905908584169453,1.027098055076261,62,58,42.85714285714285,12.63135069611177,7,300
0.1,1,228000,0.1240300628574946,1.890323299888517,1.0038660348294448,54,50,42.85714285714285,8.043250434433856,7,300
0.1,1,229000,0.124550929658134,1.8902341137123744,1.0388578436639395,52,48,33.333333333333336,13.089435944047908,9,300
0.1,1,230000,0.125658067043084,1.890746934225195,1.0548838498182451,48,45,33.333333333333336,10.252370999486466,9,300
0.1,1,231000,0.1237108074544511,1.89041248606466,1.0072634309380748,58,47,33.333333333333336,13.046923860520618,9,300
0.1,1,232000,0.1232193869097156,1.891304347826087,1.0318053244270724,45,44,30.0,11.42803570172932,10,300
0.1,1,233000,0.123367694305535,1.8907246376811595,1.0259020770042724,47,46,37.5,6.324555320336759,8,300
0.1,1,234000,0.1248163440861607,1.8900557413600887,1.0495240287768968,49,44,33.333333333333336,8.55050355892044,9,300
0.1,1,235000,0.123427553441591,1.890434782608696,1.026771809815507,36,36,27.272727272727277,5.971004317699283,11,300
0.1,1,236000,0.1247590950502859,1.891950947603121,1.0324536637389976,56,48,37.5,10.547511554864494,8,300
0.1,1,237000,0.1241835017351426,1.891215161649944,1.0177328613208323,56,50,33.333333333333336,15.484759532449246,9,300
0.1,1,238000,0.1240610467570997,1.8896321070234117,1.034709935869272,58,45,33.333333333333336,11.508451001088046,9,300
0.1,1,239000,0.1234515718278569,1.8903678929765888,1.039178396163951,52,51,37.5,9.86154146165801,8,300
0.1,1,240000,0.1237220263342287,1.891371237458194,1.0073474898568162,59,58,50.0,10.04987562112089,6,300
0.1,1,241000,0.1227444722998215,1.8913935340022296,1.0110740263768914,49,45,33.333333333333336,10.7496769977314,9,300
